route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
4512-5611,L,611,Valdres vg. skole/Bagn,,3,,FFFFFF,000000
4512-5612,L,612,Fagernes skysstasjon/Ulnes Montessoriskole,,3,,FFFFFF,000000
4512-5651,L,651,Etnedal rutebilstasjon/Valdres vgs,,3,,FFFFFF,000000
4512-5655,L,655,Sørum/Etnedal sentralskule,,3,,FFFFFF,000000
4512-5656,L,656,Bjørgo/Etnedal skule,,3,,FFFFFF,000000
4512-5657,L,657,Stavedal/Bagn,,3,,FFFFFF,000000
4512-5658,L,658,Bagn/Høljerast øst,,3,,FFFFFF,000000
4512-5659,L,659,Høneren/Valdres vgs,,3,,FFFFFF,000000
4512-5661,L,231,Pålsodden/Åsli,,3,,FFFFFF,000000
4512-5701,L,701,Toso skole/Hønefoss,,3,,FFFFFF,000000
4512-5703,L,703,Horn ferjekai/Brandbu,,3,,FFFFFF,000000
4512-5704,L,704,Brandbu skysstasjon/Hennung,,3,,FFFFFF,000000
4512-5705,L,705,Brandbu skysstasjon/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4512-5707,L,707,Gran rådhus/Brandbu skysstasjon,,3,,FFFFFF,000000
4512-5709,L,709,Sanne skole/Walstad - Mellerud,,3,,FFFFFF,000000
4512-5710,L,710,Gran stasjon/Gran stasjon,,3,,FFFFFF,000000
4512-5711,L,711,Lunner barneskole/SÅS idrettsplass,,3,,FFFFFF,000000
4512-5715,L,715,Lunner stasjon/Grua skole,,3,,FFFFFF,000000
4512-5716,L,716,Hadeland vg. skole/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4512-5717,L,717,Gran stasjon/Bergermoen,,3,,FFFFFF,000000
4512-5719,L,719,Storgrunnvika/Bjoneroa skole,,3,,FFFFFF,000000
4512-5720,L,720,Fluberg bru vest/Dokka,,3,,FFFFFF,000000
4512-5722,L,722,Amundrud/Brandbu ungdomsskole,,3,,FFFFFF,000000
4512-5723,L,723,Horn ferjekai/Tangen,,3,,FFFFFF,000000
4512-5747,L,747,Lunner rådhus-Sand/Gran stasjon,,3,,FFFFFF,000000
4512-5748,L,748,Gran rådhus/Skolelia Kiwi,,3,,FFFFFF,000000
4512-5800,L,800,Hov rutebilstasjon/Gjøvik,,3,,FFFFFF,000000
4512-5801,L,801,Holmen/Dokka Bondlid,,3,,FFFFFF,000000
4512-5803,L,803,Horn ferjekai/Hov,,3,,FFFFFF,000000
4512-5805,L,805,Gry/Fryal skole,,3,,FFFFFF,000000
4512-5806,L,806,Hov rutebilstasjon/Fluberg bru,,3,,FFFFFF,000000
4512-5815,L,815,Dokka skysstasjon/Sandmoen,,3,,FFFFFF,000000
4512-5820,L,820,Bondlid Dokka/Grøterud,,3,,FFFFFF,000000
4512-5821,L,821,Torpa barne- og u. skole/Hugulia,,3,,FFFFFF,000000
4512-5822,L,822,Dokka skysstasjon/Vest Torpa - Dokka,,3,,FFFFFF,000000
4512-5823,L,823,Dokka skysstasjon/Torpa barne- og ungdomsskole,,3,,FFFFFF,000000
4512-5824,L,824,Vinjar/Torpa barne- og ungdomsskole,,3,,FFFFFF,000000
4512-5825,L,825,Skinnerlitoppen/Dokka,,3,,FFFFFF,000000
4512-5851,L,851,Høljerast Etnedalsvegen/Dokka skysstasjon,,3,,FFFFFF,000000
4614-6003,B,3,Kastanjesletta/Fjell,,3,,FFFFFF,000000
4614-6004,B,4,Bera snuplass/Kniveåsen,,3,,FFFFFF,000000
4614-6005,B,5,Vinnes/Tors vei,,3,,FFFFFF,000000
4614-6015,B,15,Underlia snuplass/Austad skog,,3,,FFFFFF,000000
4614-6016,B,16,Underlia snuplass/Skoger,,3,,FFFFFF,000000
4614-6021,B,21,Bragernes torg/Tolerud,,3,,FFFFFF,000000
4614-6022,B,22,Bragernes torg/Konnerud-Andorsrud,,3,,FFFFFF,000000
4614-6024,B,24,Bragernes torg/Konnerud-Eikerdelet,,3,,FFFFFF,000000
4614-6025,B,25,Bragernes torg/Gulskogen,,3,,FFFFFF,000000
4614-6035,B,35,Rundtom/Fjell,,3,,FFFFFF,000000
4614-6037,B,37,Bragernes torg/Stillerudveien,,3,,FFFFFF,000000
4614-6051,B,51,Drammen busstasjon/Mjøndalen stasjon,,3,,FFFFFF,000000
4614-6052,B,52,Bragernes torg/Mjøndalen stasjon,,3,,FFFFFF,000000
4614-6053,B,53,Mjøndalen stasjon/Åsen,,3,,FFFFFF,000000
4614-6054,B,54,Mjøndalen stasjon/Hovjordet,,3,,FFFFFF,000000
4614-6055,B,55,Drammen busstasjon/Hovjordet,,3,,FFFFFF,000000
4614-6056,B,56,Langum/Eiker vidregående skole,,3,,FFFFFF,000000
4614-6057,B,57,Krokstad skole/Hovjordet,,3,,FFFFFF,000000
4614-6062,B,62,Lierbyen bussterminal/Sylling,,3,,FFFFFF,000000
4614-6063,B,63,Drammen busstasjon/Sylling,,3,,FFFFFF,000000
4614-6064,B,64,Sylling skole/Delekant,,3,,FFFFFF,000000
4614-6065,B,65,Sylling skole/Hornstua,,3,,FFFFFF,000000
4614-6066,B,66,Lierbyen bussterminal/Sylling skole,,3,,FFFFFF,000000
4614-6071,B,71,Drammen busstasjon/Asker via Lierbyen,,3,,FFFFFF,000000
4614-6072,B,72,Lier stadion/Lierskogen sentrum,,3,,FFFFFF,000000
4614-6073,B,73,Drammen busstasjon/Lierskogen sentrum,,3,,FFFFFF,000000
4614-6079,B,79,Gullaug skole/Lahellkrysset,,3,,FFFFFF,000000
4614-6081,B,81,Drammen busstasjon/Sætre Bussterminal,,3,,FFFFFF,000000
4614-6082,B,82,Katrineåsen/Røyken stasjon,,3,,FFFFFF,000000
4614-6083,B,83,Grimsrud/Røyken Rådhus,,3,,FFFFFF,000000
4614-6084,B,84,Røyken stasjon/Slemmestad,,3,,FFFFFF,000000
4614-6085,B,85,Drammen busstasjon/Sætre via Åsheim,,3,,FFFFFF,000000
4614-6086,B,86,Verket fergeleie/Sætre Bussterminal,,3,,FFFFFF,000000
4614-6088,B,88,Sundbykrysset/Sørensvingen,,3,,FFFFFF,000000
4614-6089,B,89,Folkestad skole/Røyken vgs.,,3,,FFFFFF,000000
4614-6100,B,100,Drammen busstasjon/Vikersund via Horgen,,3,,FFFFFF,000000
4614-6101,B,101,Drammen busstasjon/Hønefoss via Vikersund,,3,,FFFFFF,000000
4614-6102,B,102,Drammen busstasjon/Hokksund stasjon,,3,,FFFFFF,000000
4614-6103,B,103,Åmot skysstasjon/Åmot skysstasjon,,3,,FFFFFF,000000
4614-6104,B,104,Åmot skysstasjon/Vikersund bussterminal,,3,,FFFFFF,000000
4614-6105,B,105,Åmot skysstasjon/Eggedal-Bergshammeren,,3,,FFFFFF,000000
4614-6106,B,106,Hatlekrysset/Åmot skysstasjon,,3,,FFFFFF,000000
4614-6107,B,107,Hiåsen/Prestfoss skole,,3,,FFFFFF,000000
4614-6108,B,108,Hønefoss sentrum/Vikersund bussterminal,,3,,FFFFFF,000000
4614-6109,B,109,Vikersund bussterminal/Vikersund bussterminal,,3,,FFFFFF,000000
4614-6110,B,110,Vikersund bussterminal/Noresund,,3,,FFFFFF,000000
4614-6111,B,111,Vikersund bussterminal/Korsbøen,,3,,FFFFFF,000000
4614-6112,B,112,Kjemperudmyra/Stalsberg skole,,3,,FFFFFF,000000
4614-6113,B,113,Hatlekrysset/Åmot skysstasjon,,3,,FFFFFF,000000
4614-6114,B,114,Badstuvika/Hatlekrysset,,3,,FFFFFF,000000
4614-6115,B,115,Saggrenda dam/Hokksund stasjon,,3,,FFFFFF,000000
4614-6116,B,116,Hokksund stasjon/Skotselv kryss,,3,,FFFFFF,000000
4614-6117,B,117,Hokksund stasjon/Ormåsen,,3,,FFFFFF,000000
4614-6118,B,118,Hokksund stasjon/Sundet,,3,,FFFFFF,000000
4614-6119,B,119,Hokksund stasjon/Sundet,,3,,FFFFFF,000000
4614-6120,B,120,Vestfossen u. skole/Råen 1,,3,,FFFFFF,000000
4614-6121,B,121,Knivedalen/Skotselv skole,,3,,FFFFFF,000000
4614-6122,B,6122,Sørby/Vestfossen ungdomsskole,,3,,FFFFFF,000000
4614-6132,B,132,Ormåsen/Vestfossen u.skole,,3,,FFFFFF,000000
4614-6133,B,133,Hakavika/Hokksund stasjon,,3,,FFFFFF,000000
4614-6135,B,135,Torespæren øst/Hokksund skole,,3,,FFFFFF,000000
4614-6136,B,136,Hammerfoss/Hokksund stasjon,,3,,FFFFFF,000000
4614-6137,B,137,Skotselv skole/Hokksund stasjon,,3,,FFFFFF,000000
4614-6138,B,138,Øvre Eiker rådhus/Skotsmoen,,3,,FFFFFF,000000
4614-6139,B,139,Eiker vg. skole/Fevang,,3,,FFFFFF,000000
4614-6169,B,169,Lierbyen bussterminal/Oslo bussterminal,,3,,FFFFFF,000000
4614-6200,B,200,Hønefoss sentrum/Oslo via Sandvika,,3,,FFFFFF,000000
4614-6210,B,210,Hønefoss sentrum/Sollihøgda,,3,,FFFFFF,000000
4614-6211,B,211,Hønefoss sentrum/Vik via Røyse,,3,,FFFFFF,000000
4614-6212,B,212,Hønefoss sentrum/Sundvollen sentrum,,3,,FFFFFF,000000
4614-6213,B,213,Hønefoss sentrum/Røyse skole,,3,,FFFFFF,000000
4614-6214,B,214,Hønefoss sentrum/Dalsbråten,,3,,FFFFFF,000000
4614-6221,B,221,Hønefoss sentrum/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4614-6222,B,222,Hønefoss sentrum/Oppenåsen,,3,,FFFFFF,000000
4614-6223,B,223,Hønefoss sentrum/Smeden via Klekken,,3,,FFFFFF,000000
4614-6224,B,224,Hønefoss sentrum/Smeden via Lisletta,,3,,FFFFFF,000000
4614-6225,B,225,Hønefoss sentrum/Viul,,3,,FFFFFF,000000
4614-6228,B,228,Morgenbøen/Hvervenmoen,,3,,FFFFFF,000000
4614-6232,B,232,Hønefoss sentrum/Nes i Ådal,,3,,FFFFFF,000000
4614-6233,B,233,Hønefoss sentrum/Ringmoen skole,,3,,FFFFFF,000000
4614-6234,B,234,Skårflågan kryss/Hen,,3,,FFFFFF,000000
4614-6239,B,239,Rinna/Nes skole,,3,,FFFFFF,000000
4614-6241,B,241,Hønefoss sentrum/Sokna skole,,3,,FFFFFF,000000
4614-6242,B,242,Hønefoss sentrum/Øst-Veme,,3,,FFFFFF,000000
4614-6243,B,243,Hønefoss sentrum/Veien,,3,,FFFFFF,000000
4614-6244,B,244,Bårnås bru/Sokna skole,,3,,FFFFFF,000000
4614-6251,B,251,Sandaker bru/Tyristrand skole,,3,,FFFFFF,000000
4614-6252,B,252,Sokna/Hølen,,3,,FFFFFF,000000
4614-6253,B,253,Sokna skole/Steinbekken,,3,,FFFFFF,000000
4614-6254,B,254,Hønefoss sentrum/Plogen,,3,,FFFFFF,000000
4614-6260,B,260,Sundvollen sentrum/Oslo Lufthavn Gardermoen,,3,,FFFFFF,000000
4614-6301,B,301,Bromma/Gol skysstasjon,,3,,FFFFFF,000000
4614-6302,B,302,Leknes/Flåskole,,3,,FFFFFF,000000
4614-6304,B,304,Bårdsplassen/Flå skole,,3,,FFFFFF,000000
4614-6305,B,305,Stavn skole/Flå sentrum,,3,,FFFFFF,000000
4614-6306,B,306,Nes barneskole/Storeli Nedre,,3,,FFFFFF,000000
4614-6307,B,307,Sokna/Stavn,,3,,FFFFFF,000000
4614-6310,B,310,Nesbyen sentrum/Rukke,,3,,FFFFFF,000000
4614-6320,B,320,Gol skysstasjon/Trillhus,,3,,FFFFFF,000000
4614-6321,B,321,Gol skysstasjon/Åsgardan,,3,,FFFFFF,000000
4614-6330,B,330,Ål sentrum/Geilo stasjon,,3,,FFFFFF,000000
4614-6331,B,331,Hagafoss/Sunhov,,3,,FFFFFF,000000
4614-6333,B,333,Geilo skole/Geilo lufthavn Dagali,,3,,FFFFFF,000000
4614-6334,B,334,Geilo skole/Haugastøl,,3,,FFFFFF,000000
4614-6336,B,336,Ål stasjon/Bergsjø,,3,,FFFFFF,000000
4614-6337,B,337,Ål sentrum/Lien Landbruksskole,,3,,FFFFFF,000000
4614-6338,B,338,ÅL Idrettshall/Liatoppen,,3,,FFFFFF,000000
4614-6339,B,339,Ål sentrum/Myking,,3,,FFFFFF,000000
4614-6343,B,343,ÅL Idrettshall/Leveld sk.,,3,,FFFFFF,000000
4614-6360,B,360,Gol stasjon/Tuv,,3,,FFFFFF,000000
4614-6361,B,361,Gol skysstasjon/Lio,,3,,FFFFFF,000000
4614-6362,B,362,Trøimhallen/Grønli bru,,3,,FFFFFF,000000
4614-6363,B,363,Trøimhallen/Feten snuplass,,3,,FFFFFF,000000
4614-6401,B,401,Eilertsløkka/Lindbojordet,,3,,FFFFFF,000000
4614-6403,B,403,Skollenborg stasjon/Kongsberg knutepunkt,,3,,FFFFFF,000000
4614-6405,B,405,Frydenbergåsen/Kongsberg skisenter,,3,,FFFFFF,000000
4614-6407,B,407,Rosteds vei/Teknologiparken,,3,,FFFFFF,000000
4614-6410,B,410,Kongsberg knutepunkt/Sagvoldbrua,,3,,FFFFFF,000000
4614-6412,B,412,Kongsberg knutepunkt/Krekling kryss,,3,,FFFFFF,000000
4614-6415,B,415,Fylkesgrensa Jondalen/Kongsberg,,3,,FFFFFF,000000
4614-6417,B,417,Rødberg/Tunhovd snuplass,,3,,FFFFFF,000000
4614-6418,B,418,Rebberud/Flesberg skole,,3,,FFFFFF,000000
4614-6419,B,419,Landerud/Lampeland,,3,,FFFFFF,000000
4614-6420,B,420,Kongsberg knutepunkt/Geilo stasjon,,3,,FFFFFF,000000
4614-6421,B,421,Kongsberg knutepunkt/Prestfoss herredshus,,3,,FFFFFF,000000
4614-6422,B,422,Lampeland/Lislien,,3,,FFFFFF,000000
4614-6423,B,423,Laagveiskillet/Lampeland,,3,,FFFFFF,000000
4614-6424,B,424,Gutterud/Svene,,3,,FFFFFF,000000
4614-6425,B,425,Rødberg skole/Torsetlia,,3,,FFFFFF,000000
4614-6426,B,426,Rollag sentrum/Veggli skole,,3,,FFFFFF,000000
4614-6427,B,427,Mykstu kryss/Veggli skole,,3,,FFFFFF,000000
4614-6428,B,428,Rostad/Veggli skole,,3,,FFFFFF,000000
4614-6429,B,429,Fønstelien/Uvdal skole,,3,,FFFFFF,000000
4614-6430,B,430,Kongsberg knutepunkt/Svarstadgarasjen,,3,,FFFFFF,000000
4614-6431,B,431,Kongsberg knutepunkt/Haavengen,,3,,FFFFFF,000000
4614-6434,B,434,Kongsberg knutepunkt/Gamlegrendåsen skole,,3,,FFFFFF,000000
4614-6435,B,435,Rødberg/Uvdal sk.,,3,,FFFFFF,000000
4614-6436,B,436,Kongsberg knutepunkt/Efteløt skole,,3,,FFFFFF,000000
4614-6922,B,22N,Bragernes torg/Nattbuss Konnerud,,3,,FFFFFF,000000
4614-6951,B,51N,Drammen busstasjon/Nattbuss Mjøndalen,,3,,FFFFFF,000000
6844-3811,F,FB11,Oslo Lufthavn/Fredrikstad bussterminal,,3,,FFFFFF,000000
6913-3801,A,FB1,Oslo Lufthavn/Majorstuen,,3,,FFFFFF,000000
6913-3803,A,FB3,Oslo Lufthavn/Bekkestua terminal,,3,,FFFFFF,000000
6913-3806,A,FB6,Oslo Lufthavn/Mortensrud T,,3,,FFFFFF,000000
6913-3811,A,FB11,Oslo Lufthavn/Fredrikstad bussterminal,,3,,FFFFFF,000000
6913-3821,A,UE1,Oslo Lufthavn/Leirskallen,,3,,FFFFFF,000000
