route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
4461-4290,H,290,Fagernes skole/Moelv stasjon,,3,,FFFFFF,000000
4461-4293,H,293,Moelv stasjon/Ringsrunden,,3,,FFFFFF,000000
4461-4294,H,294,Moelv stasjon/Ringbuss,,3,,FFFFFF,000000
4461-4301,H,301,Imerslund/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4302,H,302,Hamar skysstasjon/Ener u. skole,,3,,FFFFFF,000000
4461-4303,H,303,Ener u. skole/Vang sentral,,3,,FFFFFF,000000
4461-4304,H,304,Lunden skole/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4305,H,305,Åker/Ener u. skole,,3,,FFFFFF,000000
4461-4306,H,306,Åker/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4307,H,307,Åkershagan/Hamar katedralskole,,3,,FFFFFF,000000
4461-4308,H,308,Hamar katedralskole/Greftenmoen,,3,,FFFFFF,000000
4461-4310,H,310,Steinerskolen/Wik matsenter,,3,,FFFFFF,000000
4461-4312,H,312,Hamar katedralskole/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4350,H,350,Hamar katedralskole/Løten stasjon,,3,,FFFFFF,000000
4461-4400,H,400,Kongsvinger/Sand,,3,,FFFFFF,000000
4461-4410,H,410,Sand/Skarnes stasjon,,3,,FFFFFF,000000
4461-4415,H,415,Kongsvinger/Skarnes Korsmo,,3,,FFFFFF,000000
4461-4417,H,417,Skarnes stasjon/Høgholen,,3,,FFFFFF,000000
4461-4418,H,418,Disenå skole/Sæterlisjøen,,3,,FFFFFF,000000
4461-4420,H,420,Sand sentralskole/Verket,,3,,FFFFFF,000000
4461-4422,H,422,Sand sentralskole/Høgbråten,,3,,FFFFFF,000000
4461-4425,H,425,Nord-Odal u. skole/Loppetorget,,3,,FFFFFF,000000
4461-4431,H,431,Nord-Odal u. skole/Skarnes stasjon,,3,,FFFFFF,000000
4461-4432,H,432,Nord-Odal u. skole/Korsholen,,3,,FFFFFF,000000
4461-4433,H,433,Nord-Odal u. skole/Sand,,3,,FFFFFF,000000
4461-4434,H,434,Nord-Odal u. skole/Fjellkrysset,,3,,FFFFFF,000000
4461-4440,H,440,Skarnes idrettshall/Sander skole,,3,,FFFFFF,000000
4461-4442,H,442,Skarnes idrettshall/Gaustad,,3,,FFFFFF,000000
4461-4443,H,443,Skarnes Korsmo/Skarnes idrettshall,,3,,FFFFFF,000000
4461-4450,H,450,Sander skole/Skarnes Korsmo,,3,,FFFFFF,000000
4461-4452,H,452,Sander skole/Sander skole,,3,,FFFFFF,000000
4461-4453,H,453,Spetalen/Sander skole,,3,,FFFFFF,000000
4461-4460,H,460,Slåstad sentralskole/Oppstad bru vest,,3,,FFFFFF,000000
4461-4470,H,470,Eidsvoll stasjon/Sand,,3,,FFFFFF,000000
4461-4500,H,500,Flisa busstasjon/Elverum skysstasjon,,3,,FFFFFF,000000
4461-4501,H,B1,Kongsvinger/Bogeråsen,,3,,FFFFFF,000000
4461-4503,H,B2,Politihøgskolens skolesenter/Marikollen skole,,3,,FFFFFF,000000
4461-4510,H,510,Bilsenteret/Hokåsen,,3,,FFFFFF,000000
4461-4515,H,515,Kongsvinger/Austmarka skole,,3,,FFFFFF,000000
4461-4516,H,516,Kongsvinger/Austbo,,3,,FFFFFF,000000
4461-4517,H,517,Gylterud/Austmarka skole,,3,,FFFFFF,000000
4461-4520,H,520,Magnor skole/Rødkjølen,,3,,FFFFFF,000000
4461-4521,H,521,Skotterud sentrum/Eidskog u. skole,,3,,FFFFFF,000000
4461-4522,H,522,Skotterud skole/Holsæterkrysset,,3,,FFFFFF,000000
4461-4523,H,523,Skotterud skole/Sjøenden,,3,,FFFFFF,000000
4461-4524,H,524,Skotterud skole/Skotterud sentrum,,3,,FFFFFF,000000
4461-4526,H,526,Smedtorpet/Dal stasjon,,3,,FFFFFF,000000
4461-4527,H,527,Skotterud sentrum/Hauga riksgrensen,,3,,FFFFFF,000000
4461-4528,H,528,Kongsvingerhallen/Skotterud sentrum,,3,,FFFFFF,000000
4461-4530,H,530,Sagdalskrysset/Skotterud skole,,3,,FFFFFF,000000
4461-4540,H,540,Helgesen/Kongsvingerhallen,,3,,FFFFFF,000000
4461-4541,H,541,Langeland skole/Brandval skole,,3,,FFFFFF,000000
4461-4542,H,542,Vennersberg skole/Overud,,3,,FFFFFF,000000
4461-4543,H,543,Vennersberg skole/Sigernes,,3,,FFFFFF,000000
4461-4544,H,544,Langeland skole/Edsberg,,3,,FFFFFF,000000
4461-4555,H,555,Roverud skole/Nordre Rustad,,3,,FFFFFF,000000
4461-4556,H,556,Roverud skole fv. 205/Marikollen skole,,3,,FFFFFF,000000
4461-4557,H,557,Smestadtjernet/Roverud skole,,3,,FFFFFF,000000
4461-4558,H,558,Roverud skole/Finnskogen montessoriskole,,3,,FFFFFF,000000
4461-4560,H,560,Brandval skole/Rolstadmoen,,3,,FFFFFF,000000
4461-4561,H,561,Årbogen/Brandval skole,,3,,FFFFFF,000000
4461-4562,H,562,Hokåsen/Brandval skole,,3,,FFFFFF,000000
4461-4565,H,565,Hokåsen/Kongsvinger,,3,,FFFFFF,000000
4461-4568,H,568,Kjærsagbrua/Øyermoen,,3,,FFFFFF,000000
4461-4575,H,575,Skotterud sentrum/Morasta,,3,,FFFFFF,000000
4461-4581,H,581,Kirkenær stasjon/Lintorpet riksgrensen,,3,,FFFFFF,000000
4461-4610,H,610,Flisa busstasjon/Kongsvinger,,3,,FFFFFF,000000
4461-4611,H,611,Flisa busstasjon/Sønsterud skole,,3,,FFFFFF,000000
4461-4620,H,620,Grue skole/Delbekk,,3,,FFFFFF,000000
4461-4621,H,621,Grue skole/Rismoen,,3,,FFFFFF,000000
4461-4622,H,622,Grue skole/Namnå skole,,3,,FFFFFF,000000
4461-4623,H,623,Grue skole/Grue skole,,3,,FFFFFF,000000
4461-4627,H,627,Grue skole/Bergesida boligfelt,,3,,FFFFFF,000000
4461-4630,H,630,Åsnes u. skole/Lotteriet,,3,,FFFFFF,000000
4461-4631,H,631,Åsnes u. skole/Søgård,,3,,FFFFFF,000000
4461-4632,H,632,Åsnes u. skole/Holm,,3,,FFFFFF,000000
4461-4634,H,634,Flisa busstasjon/Vermunddammen,,3,,FFFFFF,000000
4461-4635,H,635,Åsnes u. skole/Arneberg,,3,,FFFFFF,000000
4461-4636,H,636,Åsnes u. skole/Telle,,3,,FFFFFF,000000
4461-4637,H,637,Sønsterud/Solør montessoriskole,,3,,FFFFFF,000000
4461-4640,H,640,Sønsterud skole/Flisa busstasjon,,3,,FFFFFF,000000
4461-4646,H,646,Jara skole/Åsnes u. skole,,3,,FFFFFF,000000
4461-4647,H,647,Bonsak/Jara skole,,3,,FFFFFF,000000
4461-4648,H,648,Kjøpmann Løfsgård/Jara skole,,3,,FFFFFF,000000
4461-4650,H,650,Våler vg. skole/Kvisler,,3,,FFFFFF,000000
4461-4651,H,651,Åsnes u. skole/Våler sentrum,,3,,FFFFFF,000000
4461-4660,H,660,Våler sentrum/Torvfabrikken,,3,,FFFFFF,000000
4461-4661,H,661,Våler sentrum/Sletta,,3,,FFFFFF,000000
4461-4662,H,662,Nordhagen skole/Braskereidfoss vest,,3,,FFFFFF,000000
4461-4701,H,B1,Solbærvegen snuplassen/Elverum torv,,3,,FFFFFF,000000
4461-4702,H,B2,Slåttmyrbakken/Elverum torv,,3,,FFFFFF,000000
4461-4708,H,708,Elverum torv/Elverum torv,,3,,FFFFFF,000000
4461-4709,H,709,Elverum torv/Elverum torv,,3,,FFFFFF,000000
4461-4710,H,710,Elverum vg. skole/Våler sentrum,,3,,FFFFFF,000000
4461-4711,H,711,Elverum vg. skole/Jømna,,3,,FFFFFF,000000
4461-4712,H,712,Elverum skysstasjon/Kirkeby skole Nordskogbygdvn.,,3,,FFFFFF,000000
4461-4713,H,713,Elverum u. skole/Styggbergskrysset,,3,,FFFFFF,000000
4461-4714,H,714,Elverum skysstasjon/Sørskogbygda skole,,3,,FFFFFF,000000
4461-4715,H,715,Skogmuséet/Elverum u. skole,,3,,FFFFFF,000000
4461-4716,H,716,Solbærvegen snuplassen/Elverum torv,,3,,FFFFFF,000000
4461-4718,H,718,Elverum skysstasjon/Sørskogbygda skole,,3,,FFFFFF,000000
4461-4720,H,720,Søbakken skole/Indset gård,,3,,FFFFFF,000000
4461-4725,H,725,Slåttmyrbakken/Elverum vg. skole,,3,,FFFFFF,000000
4461-4730,H,730,Hernes skole/Øvergård,,3,,FFFFFF,000000
4461-4735,H,735,Lillemoen skole/Bronka vegkryss,,3,,FFFFFF,000000
4461-4740,H,740,Elverum torv/Elverum u. skole,,3,,FFFFFF,000000
4461-4745,H,745,Løten stasjon/Elverum sykehus,,3,,FFFFFF,000000
4461-4750,H,750,Osen sentrum/Rena skole,,3,,FFFFFF,000000
4461-4751,H,751,Trysil busstasjon/Elverum skysstasjon,,3,,FFFFFF,000000
4461-4752,H,752,Elgå/Engerdal skole,,3,,FFFFFF,000000
4461-4754,H,754,Ravnkleven/Vestre Trysil skole,,3,,FFFFFF,000000
4461-4755,H,755,Osen sentrum/Nygård Osdalen,,3,,FFFFFF,000000
4461-4757,H,757,Snerta/Engerdal skole,,3,,FFFFFF,000000
4461-4759,H,759,Engerdal skole/Solli,,3,,FFFFFF,000000
4461-4760,H,760,Strømmen/Engerdal skole,,3,,FFFFFF,000000
4461-4803,H,803,Tørberget samfunnshus/Innbygda skole,,3,,FFFFFF,000000
4461-4815,H,815,Sjøenden/Innbygda skole,,3,,FFFFFF,000000
4461-4830,H,830,Innbygda skole/Skjærberget fv. 208,,3,,FFFFFF,000000
4461-4853,H,853,Jordet Coop-marked/Eltdalen bom,,3,,FFFFFF,000000
4461-4854,H,854,Innbygda skole/Bryn,,3,,FFFFFF,000000
4461-4870,H,870,Strømstad/Trysil vg. skole,,3,,FFFFFF,000000
4461-4871,H,871,Linnes/Trysilsenteret,,3,,FFFFFF,000000
4461-4875,H,875,Vestadbakkvegen/Østby,,3,,FFFFFF,000000
4461-4902,H,902,Rena skysstasjon/Elverum vg. skole,,3,,FFFFFF,000000
4461-4911,H,911,Rena skysstasjon/Rena skysstasjon,,3,,FFFFFF,000000
4461-4915,H,915,Snippen/Elverum vg. skole,,3,,FFFFFF,000000
4461-4951,H,951,Ola Nilsen/Rena skole,,3,,FFFFFF,000000
4461-4952,H,952,Koppang stasjon/Tynset bussterminal,,3,,FFFFFF,000000
4461-4953,H,953,Unset/Tynset bussterminal,,3,,FFFFFF,000000
4461-4954,H,954,Hanstad/Rena skole,,3,,FFFFFF,000000
4461-4955,H,955,Nedre Brekkvei/Tynset bussterminal,,3,,FFFFFF,000000
4461-4956,H,956,Sollia handel/Folldal rutebilstasjon,,3,,FFFFFF,000000
4461-4957,H,957,Svestad/Fagertun skole,,3,,FFFFFF,000000
4461-4964,H,964,Nybu/Folldal skole,,3,,FFFFFF,000000
4461-4971,H,971,Tynset bussterminal/Alvdal stasjon,,3,,FFFFFF,000000
4461-4972,H,972,Nytrøa/Bjørganvegen,,3,,FFFFFF,000000
4461-4973,H,973,Alvdal stasjon/Alvdal stasjon,,3,,FFFFFF,000000
4461-4974,H,974,Eggestad/Alvdal stasjon,,3,,FFFFFF,000000
4461-4975,H,975,Alvdal stasjon/Tynset bussterminal,,3,,FFFFFF,000000
4461-4976,H,976,Tynset bussterminal/Savalen fjellstue,,3,,FFFFFF,000000
4461-4977,H,977,Vingelen forbruksforening/Vingelsåskrysset,,3,,FFFFFF,000000
4461-4978,H,978,Tolga stasjon/Engerdal sentrum,,3,,FFFFFF,000000
4461-4979,H,979,Tynset bussterminal/Tynsetskolene,,3,,FFFFFF,000000
4461-4981,H,981,Tynset bussterminal/Røros stasjon,,3,,FFFFFF,000000
4461-4982,H,982,Lillebakkmoen/Tynsetskolene,,3,,FFFFFF,000000
4461-4983,H,983,Tynsetskolene/Bubakken,,3,,FFFFFF,000000
4461-4984,H,984,Tynset bussterminal/Tynset bussterminal,,3,,FFFFFF,000000
4461-4990,H,990,Tolga stasjon/Tynset bussterminal,,3,,FFFFFF,000000
4461-4991,H,991,Os stasjon/Sømådal,,3,,FFFFFF,000000
4461-4992,H,992,Os gamle skole/Os gamle skole,,3,,FFFFFF,000000
4510-5001,L,1,Lillehammer skysstasjon/Jørstadmoen leir,,3,,FFFFFF,000000
4510-5002,L,2,Høgskolen i Lillehammer/Søre Ål skole - Skogenhallen,,3,,FFFFFF,000000
4510-5003,L,3,Pinnikvegen/Ekromskogen,,3,,FFFFFF,000000
4510-5004,L,4,Høgskolen i Lillehammer/Rødsildrevegen,,3,,FFFFFF,000000
4510-5005,L,5,Lillehammer skysstasjon/Rødsildrevegen,,3,,FFFFFF,000000
4510-5006,L,6,Øyresvika/Skurvbrua,,3,,FFFFFF,000000
4510-5007,L,7,Lillehammer skysstasjon/Nybu,,3,,FFFFFF,000000
4510-5008,L,8,Skårsetlia bo og servicesenter/Søre Ål bo- og servicesenter,,3,,FFFFFF,000000
4510-5031,L,31,Åslundmarka/Bjørkebakken,,3,,FFFFFF,000000
4510-5033,L,33,Holmbo/Øverby,,3,,FFFFFF,000000
4510-5034,L,34,Bjørnsveen skole/Bjørkebakken,,3,,FFFFFF,000000
4510-5035,L,35,Gjøvik skysstasjon/Tobru snuplass Odnesvegen,,3,,FFFFFF,000000
4510-5036,L,36,Øverbymarka/Hjelpemiddelsentralen,,3,,FFFFFF,000000
4510-5037,L,37,NTNU i Gjøvik/Tranberghallen,,3,,FFFFFF,000000
4510-5135,L,135,Gjøvik skysstasjon/Fagernes skysstasjon,,3,,FFFFFF,000000
4510-5136,L,136,Lillehammer skysstasjon/Dokka skysstasjon,,3,,FFFFFF,000000
4510-5142,L,142,Lillehammer skysstasjon/Otta skysstasjon,,3,,FFFFFF,000000
4510-5150,L,150,Gjøvik skysstasjon/Gran Tre,,3,,FFFFFF,000000
4510-5151,L,151,Raufoss stasjon/Høgskolen i Lillehammer,,3,,FFFFFF,000000
4510-5153,L,153,Dokka skysstasjon/Oslo Bussterminal,,3,,FFFFFF,000000
4510-5162,L,W162,Lillehammer skysstasjon/Bergen busstasjon,,3,,FFFFFF,000000
4510-5171,L,171,Hamar skysstasjon/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5200,L,200,Lillehammer skysstasjon/Skåbu,,3,,FFFFFF,000000
4510-5201,L,201,Lillehammer skysstasjon/Forsetskolene,,3,,FFFFFF,000000
4510-5210,L,210,Lillehammer skysstasjon/Gausdal Arena,,3,,FFFFFF,000000
4510-5211,L,211,Lillehammer skysstasjon/Svingvoll Skeisvegen,,3,,FFFFFF,000000
4510-5212,L,212,Lillehammer skysstasjon/Svingvoll Skeisvegen,,3,,FFFFFF,000000
4510-5214,L,214,Gausdal Arena/Tretten sentrum Tjønnlykkja,,3,,FFFFFF,000000
4510-5220,L,220,Skjeggestadstuen/Forsetskolene,,3,,FFFFFF,000000
4510-5221,L,221,Finnsvea/Mannstad,,3,,FFFFFF,000000
4510-5222,L,222,Svatsum øvre/Gausdal Arena,,3,,FFFFFF,000000
4510-5223,L,223,Forsetskolene/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5224,L,224,Engjom skule/Gausdal Arena,,3,,FFFFFF,000000
4510-5230,L,230,Håvardslia/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5231,L,231,Vingnes/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5232,L,232,Lysgårdsbakkene NTG/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5233,L,233,Lillehammer vg. skole nord Sme/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5234,L,234,Dalsvingen/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5235,L,235,Roterud Krokvang/Åretta skole Hamarvegen,,3,,FFFFFF,000000
4510-5236,L,236,Lillehammer skysstasjon/Ekromskogen,,3,,FFFFFF,000000
4510-5240,L,240,Bruvoll/Tingberg,,3,,FFFFFF,000000
4510-5241,L,241,Myrom/Lillehammer skysstasjon,,3,,FFFFFF,000000
4510-5242,L,242,Lillehammer skysstasjon/Tretten sentrum Tjønnlykkja,,3,,FFFFFF,000000
4510-5250,L,250,Øyer u. skole Lundstad/Tretten sentrum Tjønnlykkja,,3,,FFFFFF,000000
4510-5251,L,251,Øyer u. skole Lundstad/Tretten sentrum Tjønnlykkja,,3,,FFFFFF,000000
4510-5252,L,252,Tretten sentrum Tjønnlykkja/Hundorp Kommunelokalet,,3,,FFFFFF,000000
4510-5253,L,253,Tingberg/Tingberg Lerkevegen,,3,,FFFFFF,000000
4510-5254,L,254,Tretten sentrum Tjønnlykkja/Winge,,3,,FFFFFF,000000
4510-5255,L,255,Aurvoll skole/Øyer u. skole Lundstad,,3,,FFFFFF,000000
4510-5260,L,260,Kringsjå skole/Nordseter,,3,,FFFFFF,000000
4510-5262,L,262,Lillehammer skysstasjon/Mesnalia,,3,,FFFFFF,000000
4510-5269,L,269,Lillehammer skysstasjon/Menkerud,,3,,FFFFFF,000000
4510-5301,L,301,Gjøvik skysstasjon/Reinsvoll stasjon,,3,,FFFFFF,000000
4510-5302,L,302,Gjøvik skysstasjon/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5303,L,303,Gjøvik skysstasjon/Raufoss vg. skole,,3,,FFFFFF,000000
4510-5304,L,304,Sandli/Vardal u. skole,,3,,FFFFFF,000000
4510-5305,L,305,Gjøvik vg. skole/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5310,L,310,Skreia/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5315,L,315,Olterud/Lena u. skole Kolbuvegen,,3,,FFFFFF,000000
4510-5318,L,318,Kolbu skole/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5330,L,330,Gjøvik skysstasjon/Raufoss stasjon,,3,,FFFFFF,000000
4510-5333,L,333,Eina stasjon/Raufoss vg. skole,,3,,FFFFFF,000000
4510-5340,L,340,Gjøvik skysstasjon/Skumsjøen,,3,,FFFFFF,000000
4510-5343,L,343,Gjøvik skysstasjon/Landåsvegen - Østsinnivegen,,3,,FFFFFF,000000
4510-5344,L,344,Tobru snuplass Odnesvegen/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5345,L,345,Gjøvik skysstasjon/Vardal u. skole,,3,,FFFFFF,000000
4510-5350,L,350,Gjøvik skysstasjon/Forbrukslaget,,3,,FFFFFF,000000
4510-5351,L,351,Nettum rampe/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5352,L,352,Nysætra/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5353,L,353,Forbrukslaget/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5354,L,354,Snertingdal skole/Snertingdal skole,,3,,FFFFFF,000000
4510-5355,L,355,Snertingdal skole/Forbrukslaget,,3,,FFFFFF,000000
4510-5360,L,360,Bilitt Totenvegen/Lena skysstasjon,,3,,FFFFFF,000000
4510-5363,L,363,Haugkrysset/Hoffsvangen skole,,3,,FFFFFF,000000
4510-5364,L,364,Lena skysstasjon/Skreia u. skole,,3,,FFFFFF,000000
4510-5366,L,366,Gjøvik skysstasjon/Lena u. skole Kolbuvegen,,3,,FFFFFF,000000
4510-5370,L,370,Fjellhaug/Raufoss vg. skole,,3,,FFFFFF,000000
4510-5371,L,371,Børsvoll/Kolbu sentrum,,3,,FFFFFF,000000
4510-5374,L,374,Skreia/Raufoss industripark,,3,,FFFFFF,000000
4510-5375,L,375,Lund/Bråstad,,3,,FFFFFF,000000
4510-5376,L,376,Kapp/Lena skysstasjon,,3,,FFFFFF,000000
4510-5381,L,381,Skjærdalen/Reinsvoll skole,,3,,FFFFFF,000000
4510-5382,L,382,Elton/Reinsvoll skole,,3,,FFFFFF,000000
4510-5385,L,385,Sivesintajet/Reinsvoll skole,,3,,FFFFFF,000000
4510-5388,L,388,Raufoss kjøpesenter/Raufoss kjøpesenter,,3,,FFFFFF,000000
4510-5391,L,391,Vang/Skyberg,,3,,FFFFFF,000000
4510-5392,L,392,Vang/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5393,L,393,Redalen/Biri sentrum Snertingdal auto,,3,,FFFFFF,000000
4510-5397,L,397,Biri sentrum Snertingdal auto/Biri sentrum Snertingdal auto,,3,,FFFFFF,000000
4510-5398,L,398,Biri sentrum Snertingdal auto/Gjøvik vg. skole,,3,,FFFFFF,000000
4510-5405,L,405,Harpefoss/Sødorptunet,,3,,FFFFFF,000000
4510-5407,L,407,Hågå/Sødorp skole,,3,,FFFFFF,000000
4510-5408,L,408,Massingdalen/Vinstrahallen,,3,,FFFFFF,000000
4510-5409,L,409,Skåbu/Vinstrahallen,,3,,FFFFFF,000000
4510-5410,L,410,Vinstrahallen/Sør-Fron u. skole,,3,,FFFFFF,000000
4510-5411,L,411,Sødorptunet/Sødorptunet,,3,,FFFFFF,000000
4510-5412,L,412,Fryatun/Sør-Fron u. skole,,3,,FFFFFF,000000
4510-5413,L,413,Sødorptunet/Brynsbakken,,3,,FFFFFF,000000
4510-5414,L,414,Sødorptunet/Ottahallen,,3,,FFFFFF,000000
4510-5419,L,419,Kilekrysset Kilevegen/Ringebu skysstasjon,,3,,FFFFFF,000000
4510-5420,L,420,Nordrum/Ringebu skysstasjon,,3,,FFFFFF,000000
4510-5421,L,421,Dalen/Ringebu skysstasjon,,3,,FFFFFF,000000
4510-5422,L,422,Pålsrud/Fåvang skole,,3,,FFFFFF,000000
4510-5423,L,423,Ringebu skysstasjon/Kilgarden,,3,,FFFFFF,000000
4510-5424,L,424,Ringebu skysstasjon/Tretten sentrum Tjønnlykkja,,3,,FFFFFF,000000
4510-5501,L,501,Otta skysstasjon/Bismo,,3,,FFFFFF,000000
4510-5502,L,502,Otta skysstasjon/Otta skysstasjon,,3,,FFFFFF,000000
4510-5504,L,504,Marlo skule/Staurust,,3,,FFFFFF,000000
4510-5511,L,511,Lom/Kvandalsvoll,,3,,FFFFFF,000000
4510-5512,L,512,Lom/Byre,,3,,FFFFFF,000000
4510-5513,L,513,Lom/Grøna,,3,,FFFFFF,000000
4510-5514,L,514,Skjåk u. skule/Lom,,3,,FFFFFF,000000
4510-5521,L,521,Vågåmo rutebilstasjon/Randsverk sag,,3,,FFFFFF,000000
4510-5522,L,522,Vågåmo rutebilstasjon/Vågå u. skule,,3,,FFFFFF,000000
4510-5524,L,524,Vågåmo rutebilstasjon/Vågåmo rutebilstasjon,,3,,FFFFFF,000000
4510-5525,L,525,Vågåmo rutebilstasjon/Vågå u. skule,,3,,FFFFFF,000000
4510-5526,L,526,Vågåmo rutebilstasjon/Hanslin,,3,,FFFFFF,000000
4510-5527,L,527,Vågåmo rutebilstasjon/Nerlirampa,,3,,FFFFFF,000000
4510-5530,L,530,Otta skysstasjon/Otta skysstasjon,,3,,FFFFFF,000000
4510-5531,L,531,Bjølstadmo/Otta skysstasjon,,3,,FFFFFF,000000
4510-5533,L,533,Dalelie/Ottahallen,,3,,FFFFFF,000000
4510-5534,L,534,Otta skysstasjon/Nord-Sel kirke,,3,,FFFFFF,000000
4510-5535,L,535,Daleflata/Otta skysstasjon,,3,,FFFFFF,000000
4510-5536,L,536,Otta skysstasjon/Tolstadåsen,,3,,FFFFFF,000000
4510-5539,L,539,Otta skysstasjon/Vinstrahallen,,3,,FFFFFF,000000
4510-5541,L,541,Bjølstadmo/Bjølstadmo,,3,,FFFFFF,000000
4510-5542,L,542,Bjølstadmo/Heidal skule,,3,,FFFFFF,000000
4510-5557,L,557,Dovre skole/Dovreskogen,,3,,FFFFFF,000000
4510-5573,L,573,Skjåk u. skule/Dønfoss rv15,,3,,FFFFFF,000000
4510-5580,L,580,Dombås skyssterminal/Otta skysstasjon,,3,,FFFFFF,000000
4510-5601,L,601,Spikarmoen/AMFI Valdres,,3,,FFFFFF,000000
4510-5602,L,602,Fagernes skysstasjon/Beitostølen,,3,,FFFFFF,000000
4510-5603,L,603,Fagernes skysstasjon/Tyinkrysset,,3,,FFFFFF,000000
4510-5604,L,604,Fagernes skysstasjon/Gol stasjon,,3,,FFFFFF,000000
4510-5605,L,605,Fossen camping/Nord-Aurdal skole,,3,,FFFFFF,000000
4510-5606,L,606,Valdres vg. skole/Mjøsvang,,3,,FFFFFF,000000
4510-5607,L,607,Fagernes skysstasjon/Sinderstølen,,3,,FFFFFF,000000
4510-5608,L,608,Lagrud/Slidre skule,,3,,FFFFFF,000000
4510-5610,L,610,Valdres vg. skole/Åstad,,3,,FFFFFF,000000
4510-5611,L,611,Valdres vg. skole/Bagn,,3,,FFFFFF,000000
4510-5612,L,612,Fagernes skysstasjon/Ulnes Montessoriskule,,3,,FFFFFF,000000
4510-5635,L,635,Fagernes skysstasjon/Moane,,3,,FFFFFF,000000
4510-5651,L,651,Etnedal rutebilstasjon/Valdres vg. skole,,3,,FFFFFF,000000
4510-5655,L,655,Sørum/Etnedal skule,,3,,FFFFFF,000000
4510-5656,L,656,Bjørgo/Etnedal skule,,3,,FFFFFF,000000
4510-5657,L,657,Stavedal/Bagn,,3,,FFFFFF,000000
4510-5658,L,658,Bagn/Høljerast Etnedalsvegen,,3,,FFFFFF,000000
4510-5659,L,659,Høneren/Valdres vg. skole,,3,,FFFFFF,000000
4510-5661,L,231,Pålsodden/Hedalen barne- og u. skole,,3,,FFFFFF,000000
4510-5701,L,701,Toso skole/Hønefoss sentrum,,3,,FFFFFF,000000
4510-5703,L,703,Horn ferjekai/Brandbu skysstasjon,,3,,FFFFFF,000000
4510-5704,L,704,Brandbu skysstasjon/Hennung,,3,,FFFFFF,000000
4510-5705,L,705,Brandbu skysstasjon/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4510-5707,L,707,Hadeland vg. skole/Brandbu skysstasjon,,3,,FFFFFF,000000
4510-5709,L,709,Sanne skole/Mellerud,,3,,FFFFFF,000000
4510-5710,L,710,Gran stasjon/Gran stasjon,,3,,FFFFFF,000000
4510-5711,L,711,Lunner barneskole/SÅS idrettsplass,,3,,FFFFFF,000000
4510-5715,L,715,Lunner stasjon/Grua skole,,3,,FFFFFF,000000
4510-5716,L,716,Hadeland vg. skole/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4510-5717,L,717,Gran stasjon/Bergermoen,,3,,FFFFFF,000000
4510-5719,L,719,Storgrunnvika/Bjoneroa skole,,3,,FFFFFF,000000
4510-5720,L,720,Fluberg bru vest/Dokka skysstasjon,,3,,FFFFFF,000000
4510-5722,L,722,Amundrud/Sandbekk,,3,,FFFFFF,000000
4510-5723,L,723,Horn ferjekai/Tangen ferjekai,,3,,FFFFFF,000000
4510-5747,L,747,Lunner rådhus-Sand/Skolelia Kiwi,,3,,FFFFFF,000000
4510-5748,L,748,Gran rådhus/Skolelia Kiwi,,3,,FFFFFF,000000
4510-5800,L,800,Hov rutebilstasjon/Gjøvik skysstasjon,,3,,FFFFFF,000000
4510-5801,L,801,Holmen/Bondlid Dokka,,3,,FFFFFF,000000
4510-5803,L,803,Horn ferjekai/Hov rutebilstasjon,,3,,FFFFFF,000000
4510-5805,L,805,Gry/Hov rutebilstasjon,,3,,FFFFFF,000000
4510-5806,L,806,Hov rutebilstasjon/Fluberg bru vest,,3,,FFFFFF,000000
4510-5815,L,815,Dokka skysstasjon/Sandmoen,,3,,FFFFFF,000000
4510-5820,L,820,Bondlid Dokka/Grøterud Snertingdalsvegen,,3,,FFFFFF,000000
4510-5821,L,821,Torpa barne- og u. skole/Hugulia,,3,,FFFFFF,000000
4510-5822,L,822,Dokka skysstasjon/Dokka skysstasjon,,3,,FFFFFF,000000
4510-5823,L,823,Dokka skysstasjon/Torpa barne- og u. skole,,3,,FFFFFF,000000
4510-5824,L,824,Vinjar/Torpa barne- og u. skole,,3,,FFFFFF,000000
