service_id,date,exception_type
4,20161126,1
4,20161127,2
4,20161128,2
4,20161129,2
4,20161130,2
4,20161201,2
4,20161202,2
4,20161203,1
4,20161204,2
4,20161205,2
4,20161206,2
4,20161207,2
4,20161208,2
4,20161209,2
4,20161210,1
4,20161211,2
4,20161212,2
4,20161213,2
4,20161214,2
4,20161215,2
4,20161216,2
4,20161217,1
4,20161218,2
4,20161219,2
4,20161220,2
4,20161221,2
4,20161222,2
4,20161223,2
5,20161028,2
5,20161029,2
5,20161030,1
5,20161031,2
5,20161101,2
5,20161102,2
5,20161103,2
5,20161104,2
5,20161105,2
5,20161106,1
5,20161107,2
5,20161108,2
5,20161109,2
5,20161110,2
5,20161111,2
5,20161112,2
5,20161113,1
5,20161114,2
5,20161115,2
5,20161116,2
5,20161117,2
5,20161118,2
5,20161119,2
5,20161120,1
5,20161121,2
5,20161122,2
5,20161123,2
5,20161124,2
5,20161125,2
5,20161126,2
5,20161127,1
5,20161128,2
5,20161129,2
5,20161130,2
5,20161201,2
5,20161202,2
5,20161203,2
5,20161204,1
5,20161205,2
5,20161206,2
5,20161207,2
5,20161208,2
5,20161209,2
5,20161210,2
5,20161211,1
5,20161212,2
5,20161213,2
5,20161214,2
5,20161215,2
5,20161216,2
5,20161217,2
5,20161218,1
5,20161219,2
5,20161220,2
5,20161221,2
5,20161222,2
5,20161223,2
6,20161028,2
6,20161029,2
6,20161030,2
6,20161031,1
6,20161101,1
6,20161102,1
6,20161103,1
6,20161104,2
6,20161105,2
6,20161106,2
6,20161107,1
6,20161108,1
6,20161109,1
6,20161110,1
6,20161111,2
6,20161112,2
6,20161113,2
6,20161114,2
6,20161115,2
6,20161116,2
6,20161117,2
6,20161118,2
6,20161119,2
6,20161120,2
6,20161121,2
6,20161122,2
6,20161123,2
6,20161124,2
6,20161125,2
6,20161126,2
6,20161127,2
6,20161128,2
6,20161129,2
6,20161130,2
6,20161201,2
6,20161202,2
6,20161203,2
6,20161204,2
6,20161205,2
6,20161206,2
6,20161207,2
6,20161208,2
6,20161209,2
6,20161210,2
6,20161211,2
6,20161212,2
6,20161213,2
6,20161214,2
6,20161215,2
6,20161216,2
6,20161217,2
6,20161218,2
6,20161219,2
6,20161220,2
6,20161221,2
6,20161222,2
6,20161223,2
7,20161028,2
7,20161029,2
7,20161030,2
7,20161031,2
7,20161101,2
7,20161102,2
7,20161103,2
7,20161104,2
7,20161105,2
7,20161106,2
7,20161107,2
7,20161108,2
7,20161109,2
7,20161110,2
7,20161111,2
7,20161112,2
7,20161113,2
7,20161114,1
7,20161115,1
7,20161116,1
7,20161117,1
7,20161118,2
7,20161119,2
7,20161120,2
7,20161121,1
7,20161122,1
7,20161123,1
7,20161124,1
7,20161125,2
7,20161126,2
7,20161127,2
7,20161128,1
7,20161129,1
7,20161130,1
7,20161201,1
7,20161202,2
7,20161203,2
7,20161204,2
7,20161205,1
7,20161206,1
7,20161207,1
7,20161208,1
7,20161209,2
7,20161210,2
7,20161211,2
7,20161212,1
7,20161213,1
7,20161214,1
7,20161215,1
7,20161216,2
7,20161217,2
7,20161218,2
7,20161219,2
7,20161220,2
7,20161221,2
7,20161222,2
7,20161223,2
8,20161028,1
8,20161029,2
8,20161030,2
8,20161031,1
8,20161101,1
8,20161102,1
8,20161103,1
8,20161104,1
8,20161105,2
8,20161106,2
8,20161107,1
8,20161108,1
8,20161109,1
8,20161110,1
8,20161111,1
8,20161112,2
8,20161113,2
8,20161114,1
8,20161115,1
8,20161116,1
8,20161117,1
8,20161118,1
8,20161119,2
8,20161120,2
8,20161121,1
8,20161122,1
8,20161123,1
8,20161124,1
8,20161125,1
8,20161126,2
8,20161127,2
8,20161128,1
8,20161129,1
8,20161130,1
8,20161201,1
8,20161202,1
8,20161203,2
8,20161204,2
8,20161205,1
8,20161206,1
8,20161207,1
8,20161208,1
8,20161209,1
8,20161210,2
8,20161211,2
8,20161212,2
8,20161213,2
8,20161214,2
8,20161215,2
8,20161216,2
8,20161217,2
8,20161218,2
8,20161219,2
8,20161220,2
8,20161221,2
8,20161222,2
8,20161223,2
9,20161028,2
9,20161029,1
9,20161030,2
9,20161031,2
9,20161101,2
9,20161102,2
9,20161103,2
9,20161104,2
9,20161105,1
9,20161106,2
9,20161107,2
9,20161108,2
9,20161109,2
9,20161110,2
9,20161111,2
9,20161112,1
9,20161113,2
9,20161114,2
9,20161115,2
9,20161116,2
9,20161117,2
9,20161118,2
9,20161119,1
9,20161120,2
9,20161121,2
9,20161122,2
9,20161123,2
9,20161124,2
9,20161125,2
9,20161126,1
9,20161127,2
9,20161128,2
9,20161129,2
9,20161130,2
9,20161201,2
9,20161202,2
9,20161203,1
9,20161204,2
9,20161205,2
9,20161206,2
9,20161207,2
9,20161208,2
9,20161209,2
9,20161210,1
9,20161211,2
9,20161212,2
9,20161213,2
9,20161214,2
9,20161215,2
9,20161216,2
9,20161217,2
9,20161218,2
9,20161219,2
9,20161220,2
9,20161221,2
9,20161222,2
9,20161223,2
10,20161028,2
10,20161029,2
10,20161030,1
10,20161031,2
10,20161101,2
10,20161102,2
10,20161103,2
10,20161104,2
10,20161105,2
10,20161106,1
10,20161107,2
10,20161108,2
10,20161109,2
10,20161110,2
10,20161111,2
10,20161112,2
10,20161113,1
10,20161114,2
10,20161115,2
10,20161116,2
10,20161117,2
10,20161118,2
10,20161119,2
10,20161120,1
10,20161121,2
10,20161122,2
10,20161123,2
10,20161124,2
10,20161125,2
10,20161126,2
10,20161127,1
10,20161128,2
10,20161129,2
10,20161130,2
10,20161201,2
10,20161202,2
10,20161203,2
10,20161204,1
10,20161205,2
10,20161206,2
10,20161207,2
10,20161208,2
10,20161209,2
10,20161210,2
10,20161211,2
10,20161212,2
10,20161213,2
10,20161214,2
10,20161215,2
10,20161216,2
10,20161217,2
10,20161218,2
10,20161219,2
10,20161220,2
10,20161221,2
10,20161222,2
10,20161223,2
11,20161028,2
11,20161029,2
11,20161030,2
11,20161031,2
11,20161101,2
11,20161102,1
11,20161103,2
11,20161104,2
11,20161105,2
11,20161106,2
11,20161107,2
11,20161108,2
11,20161109,1
11,20161110,2
11,20161111,2
11,20161112,2
11,20161113,2
11,20161114,2
11,20161115,2
11,20161116,1
11,20161117,2
11,20161118,2
11,20161119,2
11,20161120,2
11,20161121,2
11,20161122,2
11,20161123,1
11,20161124,2
11,20161125,2
11,20161126,2
11,20161127,2
11,20161128,2
11,20161129,2
11,20161130,1
11,20161201,2
11,20161202,2
11,20161203,2
11,20161204,2
11,20161205,2
11,20161206,2
11,20161207,1
11,20161208,2
11,20161209,2
11,20161210,2
11,20161211,2
11,20161212,2
11,20161213,2
11,20161214,2
11,20161215,2
11,20161216,2
11,20161217,2
11,20161218,2
11,20161219,2
11,20161220,2
11,20161221,2
11,20161222,2
11,20161223,2
12,20161028,1
12,20161029,2
12,20161030,2
12,20161031,1
12,20161101,1
12,20161102,2
12,20161103,1
12,20161104,1
12,20161105,2
12,20161106,2
12,20161107,1
12,20161108,1
12,20161109,2
12,20161110,1
12,20161111,1
12,20161112,2
12,20161113,2
12,20161114,1
12,20161115,1
12,20161116,2
12,20161117,1
12,20161118,1
12,20161119,2
12,20161120,2
12,20161121,1
12,20161122,1
12,20161123,2
12,20161124,1
12,20161125,1
12,20161126,2
12,20161127,2
12,20161128,1
12,20161129,1
12,20161130,2
12,20161201,1
12,20161202,1
12,20161203,2
12,20161204,2
12,20161205,1
12,20161206,1
12,20161207,2
12,20161208,1
12,20161209,1
12,20161210,2
12,20161211,2
12,20161212,2
12,20161213,2
12,20161214,2
12,20161215,2
12,20161216,2
12,20161217,2
12,20161218,2
12,20161219,2
12,20161220,2
12,20161221,2
12,20161222,2
12,20161223,2
13,20161028,1
13,20161029,2
13,20161030,2
13,20161031,2
13,20161101,1
13,20161102,1
13,20161103,2
13,20161104,1
13,20161105,2
13,20161106,2
13,20161107,2
13,20161108,1
13,20161109,1
13,20161110,2
13,20161111,1
13,20161112,2
13,20161113,2
13,20161114,2
13,20161115,1
13,20161116,1
13,20161117,2
13,20161118,1
13,20161119,2
13,20161120,2
13,20161121,2
13,20161122,1
13,20161123,1
13,20161124,2
13,20161125,1
13,20161126,2
13,20161127,2
13,20161128,2
13,20161129,1
13,20161130,1
13,20161201,2
13,20161202,1
13,20161203,2
13,20161204,2
13,20161205,2
13,20161206,1
13,20161207,1
13,20161208,2
13,20161209,1
13,20161210,2
13,20161211,2
13,20161212,2
13,20161213,2
13,20161214,2
13,20161215,2
13,20161216,2
13,20161217,2
13,20161218,2
13,20161219,2
13,20161220,2
13,20161221,2
13,20161222,2
13,20161223,2
14,20161028,2
14,20161029,2
14,20161030,2
14,20161031,1
14,20161101,2
14,20161102,2
14,20161103,1
14,20161104,2
14,20161105,2
14,20161106,2
14,20161107,1
14,20161108,2
14,20161109,2
14,20161110,1
14,20161111,2
14,20161112,2
14,20161113,2
14,20161114,1
14,20161115,2
14,20161116,2
14,20161117,1
14,20161118,2
14,20161119,2
14,20161120,2
14,20161121,1
14,20161122,2
14,20161123,2
14,20161124,1
14,20161125,2
14,20161126,2
14,20161127,2
14,20161128,1
14,20161129,2
14,20161130,2
14,20161201,1
14,20161202,2
14,20161203,2
14,20161204,2
14,20161205,1
14,20161206,2
14,20161207,2
14,20161208,1
14,20161209,2
14,20161210,2
14,20161211,2
14,20161212,2
14,20161213,2
14,20161214,2
14,20161215,2
14,20161216,2
14,20161217,2
14,20161218,2
14,20161219,2
14,20161220,2
14,20161221,2
14,20161222,2
14,20161223,2
15,20161028,1
15,20161029,2
15,20161030,2
15,20161031,2
15,20161101,1
15,20161102,2
15,20161103,2
15,20161104,1
15,20161105,2
15,20161106,2
15,20161107,2
15,20161108,1
15,20161109,2
15,20161110,2
15,20161111,1
15,20161112,2
15,20161113,2
15,20161114,2
15,20161115,1
15,20161116,2
15,20161117,2
15,20161118,1
15,20161119,2
15,20161120,2
15,20161121,2
15,20161122,1
15,20161123,2
15,20161124,2
15,20161125,1
15,20161126,2
15,20161127,2
15,20161128,2
15,20161129,1
15,20161130,2
15,20161201,2
15,20161202,1
15,20161203,2
15,20161204,2
15,20161205,2
15,20161206,1
15,20161207,2
15,20161208,2
15,20161209,1
15,20161210,2
15,20161211,2
15,20161212,2
15,20161213,2
15,20161214,2
15,20161215,2
15,20161216,2
15,20161217,2
15,20161218,2
15,20161219,2
15,20161220,2
15,20161221,2
15,20161222,2
15,20161223,2
16,20161028,1
16,20161029,2
16,20161030,2
16,20161031,2
16,20161101,2
16,20161102,2
16,20161103,2
16,20161104,1
16,20161105,2
16,20161106,2
16,20161107,2
16,20161108,2
16,20161109,2
16,20161110,2
16,20161111,1
16,20161112,2
16,20161113,2
16,20161114,2
16,20161115,2
16,20161116,2
16,20161117,2
16,20161118,1
16,20161119,2
16,20161120,2
16,20161121,2
16,20161122,2
16,20161123,2
16,20161124,2
16,20161125,1
16,20161126,2
16,20161127,2
16,20161128,2
16,20161129,2
16,20161130,2
16,20161201,2
16,20161202,1
16,20161203,2
16,20161204,2
16,20161205,2
16,20161206,2
16,20161207,2
16,20161208,2
16,20161209,1
16,20161210,2
16,20161211,2
16,20161212,2
16,20161213,2
16,20161214,2
16,20161215,2
16,20161216,2
16,20161217,2
16,20161218,2
16,20161219,2
16,20161220,2
16,20161221,2
16,20161222,2
16,20161223,2
17,20161028,2
17,20161029,2
17,20161030,2
17,20161031,2
17,20161101,1
17,20161102,2
17,20161103,2
17,20161104,2
17,20161105,2
17,20161106,2
17,20161107,2
17,20161108,1
17,20161109,2
17,20161110,2
17,20161111,2
17,20161112,2
17,20161113,2
17,20161114,2
17,20161115,1
17,20161116,2
17,20161117,2
17,20161118,2
17,20161119,2
17,20161120,2
17,20161121,2
17,20161122,1
17,20161123,2
17,20161124,2
17,20161125,2
17,20161126,2
17,20161127,2
17,20161128,2
17,20161129,1
17,20161130,2
17,20161201,2
17,20161202,2
17,20161203,2
17,20161204,2
17,20161205,2
17,20161206,1
17,20161207,2
17,20161208,2
17,20161209,2
17,20161210,2
17,20161211,2
17,20161212,2
17,20161213,2
17,20161214,2
17,20161215,2
17,20161216,2
17,20161217,2
17,20161218,2
17,20161219,2
17,20161220,2
17,20161221,2
17,20161222,2
17,20161223,2
18,20161028,2
18,20161029,2
18,20161030,2
18,20161031,1
18,20161101,2
18,20161102,2
18,20161103,2
18,20161104,2
18,20161105,2
18,20161106,2
18,20161107,1
18,20161108,2
18,20161109,2
18,20161110,2
18,20161111,2
18,20161112,2
18,20161113,2
18,20161114,1
18,20161115,2
18,20161116,2
18,20161117,2
18,20161118,2
18,20161119,2
18,20161120,2
18,20161121,1
18,20161122,2
18,20161123,2
18,20161124,2
18,20161125,2
18,20161126,2
18,20161127,2
18,20161128,1
18,20161129,2
18,20161130,2
18,20161201,2
18,20161202,2
18,20161203,2
18,20161204,2
18,20161205,1
18,20161206,2
18,20161207,2
18,20161208,2
18,20161209,2
18,20161210,2
18,20161211,2
18,20161212,2
18,20161213,2
18,20161214,2
18,20161215,2
18,20161216,2
18,20161217,2
18,20161218,2
18,20161219,2
18,20161220,2
18,20161221,2
18,20161222,2
18,20161223,2
19,20161028,2
19,20161029,2
19,20161030,2
19,20161031,1
19,20161101,1
19,20161102,1
19,20161103,1
19,20161104,2
19,20161105,2
19,20161106,2
19,20161107,1
19,20161108,1
19,20161109,1
19,20161110,1
19,20161111,2
19,20161112,2
19,20161113,2
19,20161114,1
19,20161115,1
19,20161116,1
19,20161117,1
19,20161118,2
19,20161119,2
19,20161120,2
19,20161121,1
19,20161122,1
19,20161123,1
19,20161124,1
19,20161125,2
19,20161126,2
19,20161127,2
19,20161128,1
19,20161129,1
19,20161130,1
19,20161201,1
19,20161202,2
19,20161203,2
19,20161204,2
19,20161205,1
19,20161206,1
19,20161207,1
19,20161208,1
19,20161209,2
19,20161210,2
19,20161211,2
19,20161212,2
19,20161213,2
19,20161214,2
19,20161215,2
19,20161216,2
19,20161217,2
19,20161218,2
19,20161219,2
19,20161220,2
19,20161221,2
19,20161222,2
19,20161223,2
20,20161028,1
20,20161029,2
20,20161030,2
20,20161031,1
20,20161101,2
20,20161102,1
20,20161103,1
20,20161104,1
20,20161105,2
20,20161106,2
20,20161107,1
20,20161108,2
20,20161109,1
20,20161110,1
20,20161111,1
20,20161112,2
20,20161113,2
20,20161114,1
20,20161115,2
20,20161116,1
20,20161117,1
20,20161118,1
20,20161119,2
20,20161120,2
20,20161121,1
20,20161122,2
20,20161123,1
20,20161124,1
20,20161125,1
20,20161126,2
20,20161127,2
20,20161128,1
20,20161129,2
20,20161130,1
20,20161201,1
20,20161202,1
20,20161203,2
20,20161204,2
20,20161205,1
20,20161206,2
20,20161207,1
20,20161208,1
20,20161209,1
20,20161210,2
20,20161211,2
20,20161212,2
20,20161213,2
20,20161214,2
20,20161215,2
20,20161216,2
20,20161217,2
20,20161218,2
20,20161219,2
20,20161220,2
20,20161221,2
20,20161222,2
20,20161223,2
21,20161028,2
21,20161029,2
21,20161030,2
21,20161031,1
21,20161101,1
21,20161102,2
21,20161103,1
21,20161104,2
21,20161105,2
21,20161106,2
21,20161107,1
21,20161108,1
21,20161109,2
21,20161110,1
21,20161111,2
21,20161112,2
21,20161113,2
21,20161114,1
21,20161115,1
21,20161116,2
21,20161117,1
21,20161118,2
21,20161119,2
21,20161120,2
21,20161121,1
21,20161122,1
21,20161123,2
21,20161124,1
21,20161125,2
21,20161126,2
21,20161127,2
21,20161128,1
21,20161129,1
21,20161130,2
21,20161201,1
21,20161202,2
21,20161203,2
21,20161204,2
21,20161205,1
21,20161206,1
21,20161207,2
21,20161208,1
21,20161209,2
21,20161210,2
21,20161211,2
21,20161212,2
21,20161213,2
21,20161214,2
21,20161215,2
21,20161216,2
21,20161217,2
21,20161218,2
21,20161219,2
21,20161220,2
21,20161221,2
21,20161222,2
21,20161223,2
22,20161028,1
22,20161029,2
22,20161030,2
22,20161031,1
22,20161101,1
22,20161102,1
22,20161103,2
22,20161104,1
22,20161105,2
22,20161106,2
22,20161107,1
22,20161108,1
22,20161109,1
22,20161110,2
22,20161111,1
22,20161112,2
22,20161113,2
22,20161114,1
22,20161115,1
22,20161116,1
22,20161117,2
22,20161118,1
22,20161119,2
22,20161120,2
22,20161121,1
22,20161122,1
22,20161123,1
22,20161124,2
22,20161125,1
22,20161126,2
22,20161127,2
22,20161128,1
22,20161129,1
22,20161130,1
22,20161201,2
22,20161202,1
22,20161203,2
22,20161204,2
22,20161205,1
22,20161206,1
22,20161207,1
22,20161208,2
22,20161209,1
22,20161210,2
22,20161211,2
22,20161212,2
22,20161213,2
22,20161214,2
22,20161215,2
22,20161216,2
22,20161217,2
22,20161218,2
22,20161219,2
22,20161220,2
22,20161221,2
22,20161222,2
22,20161223,2
23,20161028,2
23,20161029,2
23,20161030,2
23,20161031,2
23,20161101,2
23,20161102,2
23,20161103,1
23,20161104,2
23,20161105,2
23,20161106,2
23,20161107,2
23,20161108,2
23,20161109,2
23,20161110,1
23,20161111,2
23,20161112,2
23,20161113,2
23,20161114,2
23,20161115,2
23,20161116,2
23,20161117,1
23,20161118,2
23,20161119,2
23,20161120,2
23,20161121,2
23,20161122,2
23,20161123,2
23,20161124,1
23,20161125,2
23,20161126,2
23,20161127,2
23,20161128,2
23,20161129,2
23,20161130,2
23,20161201,1
23,20161202,2
23,20161203,2
23,20161204,2
23,20161205,2
23,20161206,2
23,20161207,2
23,20161208,1
23,20161209,2
23,20161210,2
23,20161211,2
23,20161212,2
23,20161213,2
23,20161214,2
23,20161215,2
23,20161216,2
23,20161217,2
23,20161218,2
23,20161219,2
23,20161220,2
23,20161221,2
23,20161222,2
23,20161223,2
24,20161028,1
24,20161029,2
24,20161030,2
24,20161031,2
24,20161101,2
24,20161102,2
24,20161103,1
24,20161104,1
24,20161105,2
24,20161106,2
24,20161107,2
24,20161108,2
24,20161109,2
24,20161110,1
24,20161111,1
24,20161112,2
24,20161113,2
24,20161114,2
24,20161115,2
24,20161116,2
24,20161117,1
24,20161118,1
24,20161119,2
24,20161120,2
24,20161121,2
24,20161122,2
24,20161123,2
24,20161124,1
24,20161125,1
24,20161126,2
24,20161127,2
24,20161128,2
24,20161129,2
24,20161130,2
24,20161201,1
24,20161202,1
24,20161203,2
24,20161204,2
24,20161205,2
24,20161206,2
24,20161207,2
24,20161208,1
24,20161209,1
24,20161210,2
24,20161211,2
24,20161212,2
24,20161213,2
24,20161214,2
24,20161215,2
24,20161216,2
24,20161217,2
24,20161218,2
24,20161219,2
24,20161220,2
24,20161221,2
24,20161222,2
24,20161223,2
25,20161028,2
25,20161029,2
25,20161030,2
25,20161031,1
25,20161101,1
25,20161102,2
25,20161103,2
25,20161104,2
25,20161105,2
25,20161106,2
25,20161107,1
25,20161108,1
25,20161109,2
25,20161110,2
25,20161111,2
25,20161112,2
25,20161113,2
25,20161114,1
25,20161115,1
25,20161116,2
25,20161117,2
25,20161118,2
25,20161119,2
25,20161120,2
25,20161121,1
25,20161122,1
25,20161123,2
25,20161124,2
25,20161125,2
25,20161126,2
25,20161127,2
25,20161128,1
25,20161129,1
25,20161130,2
25,20161201,2
25,20161202,2
25,20161203,2
25,20161204,2
25,20161205,1
25,20161206,1
25,20161207,2
25,20161208,2
25,20161209,2
25,20161210,2
25,20161211,2
25,20161212,2
25,20161213,2
25,20161214,2
25,20161215,2
25,20161216,2
25,20161217,2
25,20161218,2
25,20161219,2
25,20161220,2
25,20161221,2
25,20161222,2
25,20161223,2
26,20161028,1
26,20161029,2
26,20161030,2
26,20161031,1
26,20161101,2
26,20161102,2
26,20161103,2
26,20161104,1
26,20161105,2
26,20161106,2
26,20161107,1
26,20161108,2
26,20161109,2
26,20161110,2
26,20161111,1
26,20161112,2
26,20161113,2
26,20161114,1
26,20161115,2
26,20161116,2
26,20161117,2
26,20161118,1
26,20161119,2
26,20161120,2
26,20161121,1
26,20161122,2
26,20161123,2
26,20161124,2
26,20161125,1
26,20161126,2
26,20161127,2
26,20161128,1
26,20161129,2
26,20161130,2
26,20161201,2
26,20161202,1
26,20161203,2
26,20161204,2
26,20161205,1
26,20161206,2
26,20161207,2
26,20161208,2
26,20161209,1
26,20161210,2
26,20161211,2
26,20161212,2
26,20161213,2
26,20161214,2
26,20161215,2
26,20161216,2
26,20161217,2
26,20161218,2
26,20161219,2
26,20161220,2
26,20161221,2
26,20161222,2
26,20161223,2
27,20161028,1
27,20161029,2
27,20161030,2
27,20161031,1
27,20161101,2
27,20161102,2
27,20161103,1
27,20161104,1
27,20161105,2
27,20161106,2
27,20161107,1
27,20161108,2
27,20161109,2
27,20161110,1
27,20161111,1
27,20161112,2
27,20161113,2
27,20161114,1
27,20161115,2
27,20161116,2
27,20161117,1
27,20161118,1
27,20161119,2
27,20161120,2
27,20161121,1
27,20161122,2
27,20161123,2
27,20161124,1
27,20161125,1
27,20161126,2
27,20161127,2
27,20161128,1
27,20161129,2
27,20161130,2
27,20161201,1
27,20161202,1
27,20161203,2
27,20161204,2
27,20161205,1
27,20161206,2
27,20161207,2
27,20161208,1
27,20161209,1
27,20161210,2
27,20161211,2
27,20161212,2
27,20161213,2
27,20161214,2
27,20161215,2
27,20161216,2
27,20161217,2
27,20161218,2
27,20161219,2
27,20161220,2
27,20161221,2
27,20161222,2
27,20161223,2
28,20161028,1
28,20161029,2
28,20161030,2
28,20161031,2
28,20161101,2
28,20161102,1
28,20161103,2
28,20161104,1
28,20161105,2
28,20161106,2
28,20161107,2
28,20161108,2
28,20161109,1
28,20161110,2
28,20161111,1
28,20161112,2
28,20161113,2
28,20161114,2
28,20161115,2
28,20161116,1
28,20161117,2
28,20161118,1
28,20161119,2
28,20161120,2
28,20161121,2
28,20161122,2
28,20161123,1
28,20161124,2
28,20161125,1
28,20161126,2
28,20161127,2
28,20161128,2
28,20161129,2
28,20161130,1
28,20161201,2
28,20161202,1
28,20161203,2
28,20161204,2
28,20161205,2
28,20161206,2
28,20161207,1
28,20161208,2
28,20161209,1
28,20161210,2
28,20161211,2
28,20161212,2
28,20161213,2
28,20161214,2
28,20161215,2
28,20161216,2
28,20161217,2
28,20161218,2
28,20161219,2
28,20161220,2
28,20161221,2
28,20161222,2
28,20161223,2
29,20161028,2
29,20161029,2
29,20161030,2
29,20161031,2
29,20161101,1
29,20161102,2
29,20161103,1
29,20161104,2
29,20161105,2
29,20161106,2
29,20161107,2
29,20161108,1
29,20161109,2
29,20161110,1
29,20161111,2
29,20161112,2
29,20161113,2
29,20161114,2
29,20161115,1
29,20161116,2
29,20161117,1
29,20161118,2
29,20161119,2
29,20161120,2
29,20161121,2
29,20161122,1
29,20161123,2
29,20161124,1
29,20161125,2
29,20161126,2
29,20161127,2
29,20161128,2
29,20161129,1
29,20161130,2
29,20161201,1
29,20161202,2
29,20161203,2
29,20161204,2
29,20161205,2
29,20161206,1
29,20161207,2
29,20161208,1
29,20161209,2
29,20161210,2
29,20161211,2
29,20161212,2
29,20161213,2
29,20161214,2
29,20161215,2
29,20161216,2
29,20161217,2
29,20161218,2
29,20161219,2
29,20161220,2
29,20161221,2
29,20161222,2
29,20161223,2
30,20161028,1
30,20161029,2
30,20161030,2
30,20161031,1
30,20161101,1
30,20161102,2
30,20161103,2
30,20161104,1
30,20161105,2
30,20161106,2
30,20161107,1
30,20161108,1
30,20161109,2
30,20161110,2
30,20161111,1
30,20161112,2
30,20161113,2
30,20161114,1
30,20161115,1
30,20161116,2
30,20161117,2
30,20161118,1
30,20161119,2
30,20161120,2
30,20161121,1
30,20161122,1
30,20161123,2
30,20161124,2
30,20161125,1
30,20161126,2
30,20161127,2
30,20161128,1
30,20161129,1
30,20161130,2
30,20161201,2
30,20161202,1
30,20161203,2
30,20161204,2
30,20161205,1
30,20161206,1
30,20161207,2
30,20161208,2
30,20161209,1
30,20161210,2
30,20161211,2
30,20161212,2
30,20161213,2
30,20161214,2
30,20161215,2
30,20161216,2
30,20161217,2
30,20161218,2
30,20161219,2
30,20161220,2
30,20161221,2
30,20161222,2
30,20161223,2
31,20161028,1
31,20161029,2
31,20161030,2
31,20161031,1
31,20161101,2
31,20161102,1
31,20161103,2
31,20161104,1
31,20161105,2
31,20161106,2
31,20161107,1
31,20161108,2
31,20161109,1
31,20161110,2
31,20161111,1
31,20161112,2
31,20161113,2
31,20161114,1
31,20161115,2
31,20161116,1
31,20161117,2
31,20161118,1
31,20161119,2
31,20161120,2
31,20161121,1
31,20161122,2
31,20161123,1
31,20161124,2
31,20161125,1
31,20161126,2
31,20161127,2
31,20161128,1
31,20161129,2
31,20161130,1
31,20161201,2
31,20161202,1
31,20161203,2
